Customer ID,Customer Name,Segment,Country,City,State,Region
NK-18490,Justin Ellison,Corporate,United States,Franklin,Wisconsin,Central
DB-13060,Tamara Willingham,Home Office,United States,Scottsdale,Arizona,West
NP-18670,Stephanie Phelps,Corporate,United States,San Jose,California,West
TT-21070,Neil Knudson,Home Office,United States,Seattle,Washington,West
EM-13960,Dave Brooks,Consumer,United States,Seattle,Washington,West
RD-19900,Nora Paige,Consumer,United States,Edmond,Oklahoma,Central
MJ-17740,Ted Trevino,Consumer,United States,Los Angeles,California,West
BM-11140,Eric Murdock,Consumer,United States,Philadelphia,Pennsylvania,East
CS-12130,Ruben Dartt,Consumer,United States,Carlsbad,New Mexico,West
JB-15400,Max Jones,Consumer,United States,Seattle,Washington,West
SJ-20500,Becky Martin,Consumer,United States,San Antonio,Texas,Central
JK-15640,Chad Sievert,Consumer,United States,Los Angeles,California,West
DK-13150,Jennifer Braxton,Corporate,United States,Chicago,Illinois,Central
RM-19675,Shirley Jackson,Consumer,United States,Houston,Texas,Central
SK-19990,Joel Eaton,Consumer,United States,Newark,Ohio,East
FM-14290,Jim Kriz,Home Office,United States,New York City,New York,East
AM-10360,David Kendrick,Corporate,United States,Decatur,Illinois,Central
MP-17470,Robert Marley,Home Office,United States,Monroe,Louisiana,South
MZ-17515,Sally Knutson,Consumer,United States,Fairfield,Connecticut,East
CB-12025,Frank Merwin,Home Office,United States,Los Angeles,California,West
VM-21685,Alice McCarthy,Corporate,United States,Grand Prairie,Texas,Central
FH-14365,Mark Packer,Home Office,United States,New York City,New York,East
MB-17305,Mary Zewe,Corporate,United States,Redlands,California,West
BS-11755,Cassandra Brandow,Consumer,United States,Hamilton,Ohio,East
LC-17140,Valerie Mitchum,Home Office,United States,Westfield,New Jersey,East
HK-14890,Fred Hopkins,Corporate,United States,Philadelphia,Pennsylvania,East
LE-16810,Maria Bertelson,Consumer,United States,Akron,Ohio,East
JH-15985,Bruce Stewart,Consumer,United States,Denver,Colorado,West
MS-17980,Logan Currie,Consumer,United States,Dallas,Texas,Central
VW-21775,Heather Kirkland,Corporate,United States,Franklin,Tennessee,South
JH-15910,Laurel Elliston,Consumer,United States,Whittier,California,West
JB-15925,Joseph Holt,Consumer,United States,Saginaw,Michigan,Central
DS-13180,Michael Stewart,Corporate,United States,Dallas,Texas,Central
VD-21670,Victoria Wilson,Corporate,United States,Medina,Ohio,East
EA-14035,Jonathan Howell,Consumer,United States,Los Angeles,California,West
DB-13120,Joni Blumstein,Consumer,United States,Dublin,Ohio,East
KL-16645,David Smith,Corporate,United States,Detroit,Michigan,Central
DW-13480,Valerie Dominguez,Consumer,United States,Columbia,Tennessee,South
LH-17155,Erin Ashbrook,Corporate,United States,Charlotte,North Carolina,South
KC-16540,Christopher Schild,Home Office,United States,Tampa,Florida,South
DL-13315,David Bremer,Corporate,United States,Santa Clara,California,West
DR-12880,Ken Lonsdale,Consumer,United States,Chicago,Illinois,Central
CC-12670,Dianna Wilson,Home Office,United States,Lakeville,Minnesota,Central
Dl-13600,Logan Haushalter,Consumer,United States,San Francisco,California,West
SB-20290,Kelly Collister,Consumer,United States,San Diego,California,West
RC-19825,Delfina Latchford,Consumer,United States,New York City,New York,East
AH-10210,Dan Reichenbach,Corporate,United States,Chicago,Illinois,Central
CB-12535,Craig Carreira,Consumer,United States,New York City,New York,East
CA-12310,Dorris liebe,Corporate,United States,Pasadena,Texas,Central
KH-16690,Sean Braxton,Corporate,United States,Houston,Texas,Central
BB-10990,Roy Collins,Consumer,United States,Chicago,Illinois,Central
AG-10495,Alan Hwang,Consumer,United States,Brentwood,California,West
JO-15280,Claudia Bergmann,Corporate,United States,Chapel Hill,North Carolina,South
AH-10195,Paul Gonzalez,Consumer,United States,Morristown,New Jersey,East
NZ-18565,Christine Abelman,Corporate,United States,Cincinnati,Ohio,East
KL-16555,Kristen Hastings,Corporate,United States,San Francisco,California,West
AS-10225,Helen Andreada,Consumer,United States,San Francisco,California,West
CR-12625,Barry Blumstein,Corporate,United States,Inglewood,California,West
SH-20395,Andrew Gjertsen,Corporate,United States,Philadelphia,Pennsylvania,East
BP-11185,Steven Cartwright,Consumer,United States,Houston,Texas,Central
TS-21205,Jas O'Carroll,Consumer,United States,Los Angeles,California,West
AG-10525,Tracy Blumstein,Consumer,United States,Portland,Oregon,West
SP-20860,Alan Haines,Corporate,United States,Tamarac,Florida,South
NM-18445,Nick Zandusky,Home Office,United States,Columbus,Ohio,East
FA-14230,Kelly Lampkin,Corporate,United States,Colorado Springs,Colorado,West
GK-14620,Jonathan Doherty,Corporate,United States,Belleville,New Jersey,East
DJ-13510,Jonathan Howell,Consumer,United States,Chicago,Illinois,Central
PO-18850,Alan Schoenberger,Corporate,United States,New York City,New York,East
JL-15850,Ken Brennan,Corporate,United States,Taylor,Michigan,Central
DB-13615,Corey Roper,Home Office,United States,Lakewood,New Jersey,East
AC-10420,Shahid Hopkins,Consumer,United States,Arlington,Virginia,South
CC-12550,Ben Peterman,Corporate,United States,Arvada,Colorado,West
TD-20995,Thomas Seio,Corporate,United States,Hackensack,New Jersey,East
AB-10060,Andy Gerbode,Corporate,United States,Saint Petersburg,Florida,South
JL-15505,Sung Pak,Corporate,United States,Philadelphia,Pennsylvania,East
VB-21745,Nathan Mautz,Home Office,United States,New York City,New York,East
KW-16435,Frank Atkinson,Corporate,United States,Long Beach,California,West
JD-16060,Grace Kelly,Corporate,United States,Hesperia,California,West
MK-17905,Don Jones,Corporate,United States,Murfreesboro,Tennessee,South
GT-14755,Patrick O'Brill,Consumer,United States,Philadelphia,Pennsylvania,East
AG-10900,John Lucas,Consumer,United States,Philadelphia,Pennsylvania,East
MM-18280,Doug Bickford,Consumer,United States,Los Angeles,California,West
AR-10405,Alyssa Crouse,Corporate,United States,San Francisco,California,West
RA-19915,Ken Lonsdale,Consumer,United States,Layton,Utah,West
AS-10285,Chad Sievert,Consumer,United States,Austin,Texas,Central
LA-16780,Clay Cheatham,Consumer,United States,San Francisco,California,West
DO-13435,Tamara Dahlen,Consumer,United States,Lowell,Massachusetts,East
DK-13225,Adam Bellavance,Home Office,United States,New York City,New York,East
NG-18430,Jeremy Lonsdale,Consumer,United States,New York City,New York,East
MV-18190,Heather Kirkland,Corporate,United States,Charlotte,North Carolina,South
JG-15115,Victoria Brennan,Corporate,United States,Columbus,Georgia,South
BP-11095,Katrina Willman,Consumer,United States,New York City,New York,East
VP-21730,Julia Dunbar,Consumer,United States,San Francisco,California,West
SS-20140,Michael Kennedy,Corporate,United States,Manchester,Connecticut,East
AG-10675,Guy Thornton,Consumer,United States,Harlingen,Texas,Central
LF-17185,Arthur Gainer,Consumer,United States,Tucson,Arizona,West
RF-19840,Muhammed MacIntyre,Corporate,United States,Quincy,Illinois,Central
KH-16510,Allen Rosenblatt,Corporate,United States,Franklin,Massachusetts,East
KC-16675,Russell Applegate,Consumer,United States,Houston,Texas,Central
CJ-12010,Alejandro Savely,Corporate,United States,San Francisco,California,West
PB-19150,Laura Armstrong,Corporate,United States,Taylor,Michigan,Central
MP-17965,Denny Ordway,Consumer,United States,Pembroke Pines,Florida,South
NF-18385,Dean Katz,Corporate,United States,Philadelphia,Pennsylvania,East
SD-20485,Nathan Gelder,Consumer,United States,Cincinnati,Ohio,East
KH-16630,Mike Vittorini,Consumer,United States,New York City,New York,East
RB-19795,Jack Garza,Consumer,United States,Des Moines,Washington,West
MK-18160,Bart Pistole,Corporate,United States,Peoria,Illinois,Central
PO-19180,Victor Preis,Home Office,United States,Las Vegas,Nevada,West
BB-11545,Saphhira Shifley,Corporate,United States,Warwick,Rhode Island,East
TB-21595,Harold Pawlan,Home Office,United States,Jackson,Michigan,Central
RB-19360,Anna Gayman,Consumer,United States,Houston,Texas,Central
EB-13705,Luke Foster,Consumer,United States,Miami,Florida,South
SC-20095,Stephanie Phelps,Corporate,United States,Wilmington,North Carolina,South
TN-21040,Roy Französisch,Consumer,United States,New York City,New York,East
JS-15940,Keith Herrera,Consumer,United States,San Francisco,California,West
MH-17785,Kimberly Carter,Corporate,United States,Seattle,Washington,West
JP-15520,Caroline Jumper,Consumer,United States,Huntington Beach,California,West
JE-15475,Philip Brown,Consumer,United States,Los Angeles,California,West
JG-15805,Victoria Brennan,Corporate,United States,Richmond,Kentucky,South
XP-21865,Sung Pak,Corporate,United States,Los Angeles,California,West
EM-14065,Joel Eaton,Consumer,United States,Louisville,Colorado,West
MT-18070,Michael Paige,Corporate,United States,Lawrence,Massachusetts,East
SA-20830,Natalie Fritzler,Consumer,United States,Jackson,Mississippi,South
CW-11905,Janet Molinari,Corporate,United States,Canton,Michigan,Central
AJ-10960,Shirley Daniels,Home Office,United States,New Rochelle,New York,East
SS-20590,Ken Heidel,Corporate,United States,San Antonio,Texas,Central
RO-19780,Ross Baird,Home Office,United States,Gastonia,North Carolina,South
MD-17350,Dave Brooks,Consumer,United States,Lowell,Massachusetts,East
MY-17380,Mike Kennedy,Consumer,United States,Jacksonville,Florida,South
CM-12385,Philisse Overcash,Home Office,United States,Chicago,Illinois,Central
LS-17245,Brenda Bowman,Corporate,United States,Houston,Texas,Central
BN-11515,Pete Kriz,Consumer,United States,Detroit,Michigan,Central
DB-13210,Troy Blackwell,Consumer,United States,Columbus,Indiana,Central
MC-17605,Raymond Buch,Consumer,United States,Auburn,New York,East
BD-11605,Ed Braxton,Corporate,United States,Akron,Ohio,East
PH-18790,Ken Heidel,Corporate,United States,Norman,Oklahoma,Central
MG-18145,Sanjit Chand,Consumer,United States,Concord,California,West
KB-16240,Natalie Fritzler,Consumer,United States,Decatur,Illinois,Central
JC-15340,Joseph Holt,Consumer,United States,Seattle,Washington,West
RL-19615,Tanja Norvell,Home Office,United States,Phoenix,Arizona,West
AA-10375,Joni Sundaresam,Home Office,United States,Park Ridge,Illinois,Central
EP-13915,David Smith,Corporate,United States,Amarillo,Texas,Central
DK-12985,Craig Carreira,Consumer,United States,Chicago,Illinois,Central
BD-11500,Maya Herman,Corporate,United States,Lindenhurst,New York,East
LM-17065,Jeremy Pistek,Consumer,United States,San Francisco,California,West
AS-10135,Kristen Hastings,Corporate,United States,Los Angeles,California,West
BD-11320,Jeremy Ellison,Consumer,United States,Troy,New York,East
GT-14710,John Grady,Corporate,United States,New York City,New York,East
AJ-10945,Xylona Preis,Consumer,United States,San Diego,California,West
OT-18730,Erin Mull,Consumer,United States,New York City,New York,East
LP-17080,Michelle Tran,Home Office,United States,Los Angeles,California,West
CA-12775,Sue Ann Reed,Consumer,United States,Chicago,Illinois,Central
JF-15490,Carl Weiss,Home Office,United States,Huntsville,Texas,Central
FP-14320,Astrea Jones,Consumer,United States,Rochester,New York,East
EB-13840,Sonia Sunley,Consumer,United States,Seattle,Washington,West
JF-15415,Rose O'Brian,Consumer,United States,Memphis,Tennessee,South
SF-20200,Maribeth Dona,Consumer,United States,Fayetteville,Arkansas,South
TG-21640,Sanjit Chand,Consumer,United States,Costa Mesa,California,West
CS-11950,Maribeth Yedwab,Corporate,United States,Parker,Colorado,West
CC-12145,Ed Braxton,Corporate,United States,New York City,New York,East
DV-13465,Christopher Martinez,Consumer,United States,Atlanta,Georgia,South
BD-11725,Lynn Smith,Consumer,United States,Gladstone,Missouri,Central
ZC-21910,Luke Foster,Consumer,United States,Newark,Ohio,East
MS-17830,Bradley Nguyen,Consumer,United States,Los Angeles,California,West
LR-16915,Alan Dominguez,Home Office,United States,Great Falls,Montana,West
TP-21130,Dean Braden,Consumer,United States,Houston,Texas,Central
CK-12205,Matt Connell,Corporate,United States,Detroit,Michigan,Central
AS-10240,Logan Haushalter,Consumer,United States,Los Angeles,California,West
AR-10510,Brian Dahlen,Consumer,United States,Lawrence,Massachusetts,East
NB-18655,Patricia Hirasaki,Home Office,United States,Lakeland,Florida,South
GD-14590,Mike Gockenbach,Consumer,United States,Philadelphia,Pennsylvania,East
CK-12595,Karen Bern,Corporate,United States,Los Angeles,California,West
NG-18355,Jasper Cacioppo,Consumer,United States,Los Angeles,California,West
CA-12265,Rob Lucas,Consumer,United States,Montgomery,Alabama,South
SF-20965,Allen Armold,Consumer,United States,Mesa,Arizona,West
MO-17800,Emily Phan,Consumer,United States,Chicago,Illinois,Central
AT-10735,Darren Koutras,Consumer,United States,Henderson,Kentucky,South
FM-14380,Bradley Drucker,Consumer,United States,Green Bay,Wisconsin,Central
DJ-13420,Erin Smith,Corporate,United States,Tucson,Arizona,West
ME-17725,Liz MacKendrick,Consumer,United States,Springfield,Ohio,East
JD-16150,Paul Gonzalez,Consumer,United States,Fort Worth,Texas,Central
JL-15835,Adrian Shami,Home Office,United States,New York City,New York,East
SC-20305,Dean Katz,Corporate,United States,Chicago,Illinois,Central
CC-12430,Bill Donatelli,Consumer,United States,San Francisco,California,West
AR-10825,Ryan Crowe,Consumer,United States,Jacksonville,Florida,South
SR-20740,Greg Tran,Consumer,United States,Houston,Texas,Central
CR-12730,Dean Katz,Corporate,United States,Anaheim,California,West
EH-14125,Ashley Jarboe,Consumer,United States,Wilmington,North Carolina,South
SP-20545,Olvera Toch,Consumer,United States,Los Angeles,California,West
TH-21235,Liz Pelletier,Consumer,United States,San Francisco,California,West
RP-19390,Cynthia Arntzen,Consumer,United States,Tampa,Florida,South
RB-19570,Jeremy Farry,Consumer,United States,Seattle,Washington,West
CD-11980,Frank Preis,Consumer,United States,Los Angeles,California,West
DJ-13630,Ellis Ballard,Corporate,United States,Seattle,Washington,West
GT-14635,Jennifer Ferguson,Consumer,United States,New York City,New York,East
MC-17845,Sarah Foster,Consumer,United States,Marysville,Washington,West
RA-19285,Trudy Glocke,Consumer,United States,Long Beach,California,West
NP-18325,Carlos Soltero,Consumer,United States,Chicago,Illinois,Central
AB-10165,Charles Crestani,Consumer,United States,Los Angeles,California,West
JO-15550,Dianna Vittorini,Consumer,United States,Denver,Colorado,West
JK-15370,Bruce Degenhardt,Consumer,United States,Richmond,Kentucky,South
BN-11470,Zuschuss Carroll,Consumer,United States,Salem,Oregon,West
DP-13165,Melanie Seite,Consumer,United States,Laredo,Texas,Central
TH-21550,Lena Radford,Consumer,United States,San Diego,California,West
AP-10915,Theone Pippenger,Consumer,United States,Philadelphia,Pennsylvania,East
RS-19765,Chloris Kastensmidt,Consumer,United States,Philadelphia,Pennsylvania,East
SV-20365,Alan Shonely,Consumer,United States,Tampa,Florida,South
CK-12325,Andrew Roberts,Consumer,United States,Philadelphia,Pennsylvania,East
RD-19810,Nona Balk,Corporate,United States,Dallas,Texas,Central
MR-17545,Giulietta Dortch,Corporate,United States,Philadelphia,Pennsylvania,East
SC-20695,Clytie Kelty,Consumer,United States,Grove City,Ohio,East
JF-15355,Nat Gilpin,Corporate,United States,New York City,New York,East
EG-13900,Christina Anderson,Consumer,United States,Chicago,Illinois,Central
DS-13030,Sylvia Foulston,Corporate,United States,Dearborn,Michigan,Central
PO-19195,Meg O'Connel,Home Office,United States,New York City,New York,East
SS-20875,Annie Thurman,Consumer,United States,Seattle,Washington,West
PB-19105,Logan Currie,Consumer,United States,San Francisco,California,West
RF-19735,Fred McMath,Consumer,United States,Aurora,Colorado,West
YC-21895,Brian Dahlen,Consumer,United States,Miami,Florida,South
DC-13285,Denny Joy,Corporate,United States,Warner Robins,Georgia,South
CP-12340,Max Engle,Consumer,United States,Aurora,Colorado,West
BF-11020,Rick Bensley,Home Office,United States,Vallejo,California,West
LH-17020,Justin Deggeller,Corporate,United States,Minneapolis,Minnesota,Central
CS-12250,John Lee,Consumer,United States,Mission Viejo,California,West
AJ-10795,Sean Christensen,Consumer,United States,Rochester Hills,Michigan,Central
BV-11245,Tamara Willingham,Home Office,United States,Plainfield,New Jersey,East
DL-12865,Chuck Clark,Home Office,United States,Columbus,Indiana,Central
BM-11785,Barry Blumstein,Corporate,United States,Sierra Vista,Arizona,West
LT-17110,Anthony Rawles,Corporate,United States,Vancouver,Washington,West
JK-15730,Steven Roelle,Home Office,United States,New York City,New York,East
ES-14020,Allen Rosenblatt,Corporate,United States,New York City,New York,East
RH-19495,Craig Reiter,Consumer,United States,Columbus,Ohio,East
CD-11920,Eugene Hildebrand,Home Office,United States,Aurora,Illinois,Central
HW-14935,Cassandra Brandow,Consumer,United States,Arlington,Texas,Central
MC-18130,Sibella Parks,Corporate,United States,New York City,New York,East
GM-14440,Roy Collins,Consumer,United States,Louisville,Kentucky,South
PJ-19015,Tiffany House,Corporate,United States,Dallas,Texas,Central
BW-11110,Resi Pölking,Consumer,United States,Cleveland,Ohio,East
TR-21325,Meg O'Connel,Home Office,United States,Chicago,Illinois,Central
PG-18820,Tamara Dahlen,Consumer,United States,Quincy,Illinois,Central
JL-15175,Rob Beeghly,Consumer,United States,Columbus,Indiana,Central
BM-11650,Carol Darley,Consumer,United States,Tyler,Texas,Central
EM-14095,Doug Jacobs,Consumer,United States,New York City,New York,East
AF-10885,Grant Thornton,Corporate,United States,Burlington,North Carolina,South
GA-14725,Michael Chen,Consumer,United States,Jackson,Mississippi,South
CK-12760,Ralph Arnett,Consumer,United States,New York City,New York,East
DP-13105,Naresj Patel,Consumer,United States,Waynesboro,Virginia,South
BK-11260,Alan Barnes,Consumer,United States,Los Angeles,California,West
SJ-20125,Jesus Ocampo,Home Office,United States,Chester,Pennsylvania,East
CM-12445,Dorris liebe,Corporate,United States,Cleveland,Ohio,East
AJ-10780,Alejandro Savely,Corporate,United States,Seattle,Washington,West
LS-16945,Jay Kimmel,Consumer,United States,Long Beach,California,West
GP-14740,Brad Norvell,Corporate,United States,Cary,North Carolina,South
PK-18910,David Philippe,Consumer,United States,New York City,New York,East
SM-20005,Tracy Hopkins,Home Office,United States,New York City,New York,East
AG-10765,Arthur Prichep,Consumer,United States,Palm Coast,Florida,South
PM-19135,Roland Schwarz,Corporate,United States,Mount Vernon,New York,East
LL-16840,Dorris liebe,Corporate,United States,Seattle,Washington,West
JS-15595,Seth Vernon,Consumer,United States,Dover,Delaware,East
EL-13735,Kelly Collister,Consumer,United States,Newark,Ohio,East
PC-18745,Christine Kargatis,Home Office,United States,Orem,Utah,West
HL-15040,Ross DeVincentis,Home Office,United States,Los Angeles,California,West
MS-17365,Michael Paige,Corporate,United States,Detroit,Michigan,Central
GB-14530,Mathew Reese,Home Office,United States,Philadelphia,Pennsylvania,East
JR-16210,Steve Chapman,Corporate,United States,Hialeah,Florida,South
BE-11335,Jay Fein,Consumer,United States,Austin,Texas,Central
SC-20050,Emily Grady,Consumer,United States,Oceanside,New York,East
RW-19630,Darrin Sayre,Home Office,United States,Seattle,Washington,West
SE-20110,Gary Zandusky,Consumer,United States,San Francisco,California,West
AH-10075,Phillina Ober,Home Office,United States,Naperville,Illinois,Central
JM-15535,Sung Shariari,Consumer,United States,Dallas,Texas,Central
JJ-15760,Maya Herman,Corporate,United States,San Diego,California,West
RK-19300,Peter Bühler,Consumer,United States,Evanston,Illinois,Central
CG-12040,Roland Fjeld,Consumer,United States,Trenton,Michigan,Central
RP-19270,Yoseph Carroll,Corporate,United States,San Francisco,California,West
KC-16255,Melanie Seite,Consumer,United States,Los Angeles,California,West
KH-16360,Nona Balk,Corporate,United States,Jacksonville,Florida,South
GH-14665,Debra Catini,Consumer,United States,Cottage Grove,Minnesota,Central
SW-20275,Christine Phan,Corporate,United States,New York City,New York,East
JA-15970,Barry Französisch,Corporate,United States,Green Bay,Wisconsin,Central
DL-12925,Andrew Roberts,Consumer,United States,Los Angeles,California,West
LW-16990,Julie Creighton,Corporate,United States,Atlanta,Georgia,South
TB-21190,Lisa Hazard,Consumer,United States,Columbus,Ohio,East
BS-11800,Chris Selesnick,Corporate,United States,Bossier City,Louisiana,South
RW-19690,Anthony Johnson,Corporate,United States,Saint Petersburg,Florida,South
TZ-21580,Laurel Elliston,Consumer,United States,Arlington,Virginia,South
AS-10630,Benjamin Venier,Corporate,United States,Des Moines,Iowa,Central
TS-21340,Dan Lawera,Consumer,United States,Cincinnati,Ohio,East
SL-20155,Nick Zandusky,Home Office,United States,San Francisco,California,West
MW-18235,Bryan Mills,Consumer,United States,Columbus,Ohio,East
RD-19585,Erin Ashbrook,Corporate,United States,Columbia,South Carolina,South
RA-19945,Clay Ludtke,Consumer,United States,Lancaster,California,West
MT-17815,Liz Thompson,Consumer,United States,Lancaster,California,West
VG-21790,Sue Ann Reed,Consumer,United States,Richmond,Virginia,South
JS-15880,Joe Kamberova,Consumer,United States,Asheville,North Carolina,South
KM-16225,Erica Smith,Consumer,United States,San Francisco,California,West
HR-14770,Rick Hansen,Consumer,United States,Rochester,Minnesota,Central
DE-13255,David Bremer,Corporate,United States,Rochester,New York,East
AG-10390,Carlos Daly,Consumer,United States,Lake Elsinore,California,West
JJ-15445,Helen Wasserman,Corporate,United States,San Diego,California,West
JH-15430,Helen Wasserman,Corporate,United States,New York City,New York,East
RD-19660,Mike Caudle,Corporate,United States,Monroe,Louisiana,South
MO-17500,Gary McGarr,Consumer,United States,San Francisco,California,West
NS-18640,Russell Applegate,Consumer,United States,Denver,Colorado,West
DG-13300,Allen Armold,Consumer,United States,Omaha,Nebraska,Central
NF-18595,Zuschuss Carroll,Consumer,United States,Edmonds,Washington,West
MG-17650,Pauline Johnson,Consumer,United States,Santa Ana,California,West
TS-21160,Bart Watters,Corporate,United States,Milwaukee,Wisconsin,Central
BD-11620,Dean Braden,Consumer,United States,Philadelphia,Pennsylvania,East
CM-12160,Cynthia Arntzen,Consumer,United States,Philadelphia,Pennsylvania,East
SN-20560,Toby Ritter,Consumer,United States,Belleville,New Jersey,East
EH-14005,Patrick Gardner,Consumer,United States,San Francisco,California,West
FO-14305,Greg Tran,Consumer,United States,Lakeville,Minnesota,Central
MS-17710,Joel Eaton,Consumer,United States,Florence,Kentucky,South
CC-12100,Jennifer Braxton,Corporate,United States,Tampa,Florida,South
DW-13540,Lisa Hazard,Consumer,United States,Tyler,Texas,Central
BT-11395,James Lanier,Home Office,United States,Columbia,Tennessee,South
CY-12745,Ed Braxton,Corporate,United States,Fort Worth,Texas,Central
BT-11485,Brian Moss,Corporate,United States,New York City,New York,East
PS-19045,Eudokia Martin,Corporate,United States,Los Angeles,California,West
PV-18985,Art Foster,Consumer,United States,Louisville,Kentucky,South
NM-18520,Guy Armstrong,Consumer,United States,Lorain,Ohio,East
DL-13495,Cyma Kinney,Corporate,United States,Linden,New Jersey,East
CS-12355,Dave Poirier,Corporate,United States,Salinas,California,West
FH-14275,Valerie Dominguez,Consumer,United States,Jackson,Mississippi,South
NC-18340,Greg Tran,Consumer,United States,New York City,New York,East
AA-10315,Berenike Kampe,Consumer,United States,New York City,New York,East
LT-16765,Sanjit Jacobs,Home Office,United States,New Brunswick,New Jersey,East
AP-10720,Chuck Magee,Consumer,United States,San Francisco,California,West
PM-18940,Anthony Johnson,Corporate,United States,Jacksonville,Florida,South
